Date,Open,High,Low,Close,Adj Close,Volume
2023-01-17,125.94999694824219,127.0,123.88999938964844,124.44999694824219,123.40263366699219,457600
2023-01-18,124.5,125.77999877929688,121.44999694824219,121.98999786376953,120.96333312988281,544600
2023-01-19,121.2699966430664,121.4000015258789,118.41000366210938,118.6500015258789,117.65144348144531,486300
2023-01-20,119.37999725341797,120.51000213623047,118.2300033569336,120.05999755859375,119.04957580566406,672900
2023-01-23,120.7699966430664,121.44999694824219,119.66999816894531,120.70999908447266,119.69409942626953,776700
2023-01-24,120.9000015258789,122.05999755859375,119.58999633789062,121.3499984741211,120.32872772216797,608700
2023-01-25,120.16000366210938,122.97000122070312,118.8499984741211,121.9000015258789,120.87409210205078,845200
2023-01-26,123.23999786376953,123.5,120.95999908447266,122.72000122070312,121.68719482421875,628600
2023-01-27,122.2300033569336,123.0199966430664,121.48999786376953,121.91000366210938,120.8840103149414,372000
2023-01-30,121.19999694824219,122.81999969482422,120.97000122070312,121.0,119.9816665649414,422800
2023-01-31,121.25,123.66999816894531,120.55000305175781,123.55000305175781,122.51020812988281,459600
2023-02-01,123.43000030517578,125.79000091552734,122.55999755859375,125.16000366210938,124.10665893554688,1647900
2023-02-02,125.69000244140625,125.98999786376953,123.88999938964844,125.4000015258789,124.3446273803711,938700
2023-02-03,125.0,126.0199966430664,124.19000244140625,125.55000305175781,124.49337768554688,1559500
2023-02-06,125.5999984741211,126.05000305175781,124.5999984741211,124.91999816894531,123.8686752319336,1086800
2023-02-07,124.93000030517578,127.29000091552734,118.4000015258789,122.56999969482422,121.5384521484375,1216700
2023-02-08,121.58999633789062,122.66999816894531,120.3499984741211,121.4000015258789,120.37830352783203,718200
2023-02-09,122.33999633789062,122.87000274658203,121.0,121.8499984741211,120.82450866699219,399100
2023-02-10,121.13999938964844,121.87999725341797,120.22000122070312,121.69999694824219,120.67577362060547,538400
2023-02-13,122.41999816894531,122.97000122070312,121.91999816894531,122.69000244140625,121.6574478149414,441500
2023-02-14,122.26000213623047,123.01000213623047,120.5199966430664,122.5199966430664,121.4888687133789,482500
2023-02-15,121.94000244140625,123.06999969482422,121.44999694824219,122.77999877929688,121.74668884277344,365000
2023-02-16,121.33000183105469,123.0999984741211,120.80000305175781,122.55000305175781,121.51863098144531,463200
2023-02-17,122.79000091552734,122.87000274658203,121.55999755859375,121.88999938964844,120.86417388916016,546000
2023-02-21,121.25,121.91000366210938,118.86000061035156,119.0,117.99849700927734,747900
2023-02-22,119.63999938964844,120.66000366210938,119.0999984741211,119.87000274658203,118.86117553710938,718600
2023-02-23,120.3499984741211,122.1500015258789,119.0199966430664,119.9800033569336,119.22886657714844,563900
2023-02-24,121.81999969482422,122.1500015258789,119.22000122070312,120.8499984741211,120.09341430664062,766700
2023-02-27,121.83999633789062,122.44000244140625,121.08999633789062,121.36000061035156,120.6002197265625,482700
2023-02-28,120.69999694824219,122.20999908447266,119.41999816894531,119.5,118.75186157226562,950400
2023-03-01,119.12999725341797,119.87999725341797,118.63999938964844,119.37000274658203,118.6226806640625,649300
2023-03-02,119.0,121.36000061035156,118.83000183105469,121.12999725341797,120.37165832519531,1344300
2023-03-03,122.27999877929688,123.77999877929688,121.30000305175781,123.37000274658203,122.59764099121094,915300
2023-03-06,123.37000274658203,123.55999755859375,121.91000366210938,122.12999725341797,121.36539459228516,520700
2023-03-07,122.1500015258789,122.45999908447266,121.05999755859375,121.11000061035156,120.3517837524414,606000
2023-03-08,121.08000183105469,121.55000305175781,120.43000030517578,121.08000183105469,120.32197570800781,599300
2023-03-09,121.62000274658203,121.62000274658203,117.72000122070312,117.94999694824219,117.2115707397461,924600
2023-03-10,117.55999755859375,117.91999816894531,114.91999816894531,115.11000061035156,114.38935089111328,895400
2023-03-13,113.81999969482422,117.18000030517578,113.27999877929688,116.26000213623047,115.53215026855469,947800
2023-03-14,118.19999694824219,119.05999755859375,117.51000213623047,118.66999816894531,117.92706298828125,838900
2023-03-15,116.7699966430664,116.8499984741211,113.68000030517578,115.4000015258789,114.67752838134766,703500
2023-03-16,114.5999984741211,118.01000213623047,113.30000305175781,117.4000015258789,116.6650161743164,938400
2023-03-17,117.16000366210938,117.16000366210938,112.6500015258789,113.05999755859375,112.35218048095703,1151800
2023-03-20,113.69999694824219,114.76000213623047,112.77999877929688,114.02999877929688,113.31610870361328,697400
2023-03-21,115.2699966430664,115.9000015258789,114.36000061035156,114.88999938964844,114.17072296142578,445000
2023-03-22,114.94999694824219,115.4000015258789,112.9000015258789,112.93000030517578,112.2229995727539,595600
2023-03-23,112.81999969482422,114.25,111.20999908447266,111.68000030517578,110.98082733154297,563400
2023-03-24,110.86000061035156,112.41000366210938,109.66999816894531,112.33999633789062,111.63668823242188,344800
2023-03-27,112.94000244140625,114.44000244140625,112.55999755859375,114.05000305175781,113.33599090576172,603100
2023-03-28,113.83000183105469,115.56999969482422,113.19999694824219,114.22000122070312,113.50492095947266,324900
2023-03-29,114.91999816894531,115.77999877929688,114.33000183105469,115.70999908447266,114.98558807373047,370800
2023-03-30,116.62999725341797,116.91000366210938,115.79000091552734,116.16000366210938,115.43277740478516,333800
2023-03-31,116.93000030517578,117.63999938964844,116.47000122070312,117.51000213623047,116.77432250976562,394200
2023-04-03,117.3499984741211,118.22000122070312,116.5199966430664,117.62000274658203,116.8836441040039,411400
2023-04-04,117.6500015258789,117.66999816894531,113.22000122070312,113.54000091552734,112.82917785644531,493900
2023-04-05,113.01000213623047,113.33999633789062,112.08000183105469,112.4000015258789,111.69631958007812,539200
2023-04-06,112.58999633789062,113.0199966430664,112.0199966430664,112.97000122070312,112.26274871826172,490000
2023-04-10,112.30999755859375,113.88999938964844,112.12999725341797,113.87999725341797,113.16703796386719,462200
2023-04-11,114.25,114.7699966430664,113.51000213623047,113.8499984741211,113.1372299194336,495900
2023-04-12,114.2699966430664,115.33999633789062,113.91999816894531,114.3499984741211,113.63410949707031,639300
2023-04-13,114.81999969482422,116.56999969482422,113.76000213623047,115.87999725341797,115.15452575683594,466100
2023-04-14,115.72000122070312,116.69000244140625,114.44999694824219,115.01000213623047,114.28997802734375,418500
2023-04-17,115.23999786376953,115.91999816894531,114.69000244140625,115.72000122070312,114.99552917480469,391900
2023-04-18,116.08999633789062,116.54000091552734,114.94000244140625,115.54000091552734,114.81665802001953,311200
2023-04-19,115.0,115.75,114.58000183105469,115.0,114.28003692626953,298000
2023-04-20,114.31999969482422,116.2699966430664,114.31999969482422,115.5199966430664,114.79678344726562,267000
2023-04-21,115.93000030517578,115.9800033569336,114.18000030517578,114.75,114.03160095214844,279300
2023-04-24,114.94999694824219,115.2300033569336,113.83000183105469,114.51000213623047,113.7931137084961,445100
2023-04-25,113.91000366210938,114.4800033569336,113.30999755859375,113.7300033569336,113.01799774169922,325900
2023-04-26,112.76000213623047,113.94000244140625,112.26000213623047,112.66000366210938,111.95469665527344,616400
2023-04-27,112.81999969482422,115.70999908447266,112.81999969482422,115.51000213623047,114.78684997558594,384100
2023-04-28,115.51000213623047,116.48999786376953,114.76000213623047,115.45999908447266,114.73715209960938,611400
2023-05-01,115.44999694824219,116.87000274658203,115.44999694824219,116.37000274658203,115.64146423339844,495000
2023-05-02,115.58000183105469,115.70999908447266,112.63999938964844,114.41999816894531,113.70366668701172,425800
2023-05-03,115.22000122070312,117.43000030517578,114.30000305175781,115.26000213623047,114.53841400146484,399900
2023-05-04,115.04000091552734,115.98999786376953,113.4800033569336,115.30000305175781,114.57816314697266,710100
2023-05-05,116.11000061035156,119.5999984741211,116.11000061035156,119.12999725341797,118.3841781616211,696000
2023-05-08,119.25,119.81999969482422,117.29000091552734,117.29000091552734,116.55569458007812,713900
2023-05-09,116.08999633789062,123.58000183105469,115.54000091552734,118.76000213623047,118.0165023803711,2016900
2023-05-10,119.54000091552734,119.54000091552734,113.25,114.62999725341797,113.912353515625,1249300
2023-05-11,114.18000030517578,116.87000274658203,114.0,116.2300033569336,115.50233459472656,687900
2023-05-12,117.05000305175781,117.43000030517578,114.19999694824219,115.13999938964844,114.41915893554688,576000
2023-05-15,115.19999694824219,115.5,113.81999969482422,114.01000213623047,113.2962417602539,516200
2023-05-16,113.72000122070312,114.45999908447266,112.83999633789062,113.51000213623047,112.79936218261719,620900
2023-05-17,114.0,115.80999755859375,113.69999694824219,115.69999694824219,114.97564697265625,637300
2023-05-18,115.38999938964844,116.66000366210938,114.33999633789062,116.4800033569336,115.75077056884766,806900
2023-05-19,117.31999969482422,117.73999786376953,115.83999633789062,116.93000030517578,116.19795989990234,507500
2023-05-22,116.7699966430664,117.5,116.33000183105469,117.05999755859375,116.32713317871094,342500
2023-05-23,116.83000183105469,117.79000091552734,115.8499984741211,116.0,115.27377319335938,709500
2023-05-24,115.70999908447266,116.12000274658203,114.55000305175781,114.5999984741211,113.8825454711914,408400
2023-05-25,113.54000091552734,113.97000122070312,112.3499984741211,112.9000015258789,112.44830322265625,670200
2023-05-26,112.98999786376953,114.41000366210938,112.94000244140625,114.01000213623047,113.55386352539062,561600
2023-05-30,114.25,114.51000213623047,112.87999725341797,113.13999938964844,112.68733978271484,443800
2023-05-31,112.56999969482422,112.7699966430664,109.0,109.5999984741211,109.16150665283203,968100
2023-06-01,110.05999755859375,111.3499984741211,109.31999969482422,110.81999969482422,110.37662506103516,754600
2023-06-02,111.94000244140625,115.5199966430664,111.94000244140625,114.98999786376953,114.52993774414062,969100
2023-06-05,115.47000122070312,115.66000366210938,113.19999694824219,114.30999755859375,113.85265350341797,518100
2023-06-06,114.12999725341797,116.56999969482422,114.12000274658203,116.37000274658203,115.9044189453125,773700
2023-06-07,116.47000122070312,117.81999969482422,115.56999969482422,116.04000091552734,115.57573699951172,978000
2023-06-08,116.25,116.7300033569336,114.72000122070312,116.66999816894531,116.20320892333984,773800
2023-06-09,116.77999877929688,116.77999877929688,115.01000213623047,116.2300033569336,115.76497650146484,578800
2023-06-12,116.38999938964844,116.44000244140625,115.23999786376953,116.04000091552734,115.57573699951172,725400
2023-06-13,116.62999725341797,117.37000274658203,115.9000015258789,116.62999725341797,116.16337585449219,903300
2023-06-14,116.62000274658203,117.08000183105469,114.83999633789062,115.29000091552734,114.82874298095703,797400
2023-06-15,115.0999984741211,116.31999969482422,115.0999984741211,116.2300033569336,115.76497650146484,1366100
2023-06-16,116.83000183105469,117.41000366210938,116.31999969482422,116.56999969482422,116.1036148071289,1274000
2023-06-20,115.77999877929688,116.25,114.16000366210938,115.5,115.03790283203125,1049100
2023-06-21,115.12999725341797,115.43000030517578,114.29000091552734,114.9800033569336,114.51998138427734,795100
2023-06-22,114.91000366210938,116.75,114.08999633789062,116.37999725341797,115.91437530517578,851400
2023-06-23,115.7699966430664,115.7699966430664,114.30000305175781,114.5,114.0418930053711,773200
2023-06-26,114.43000030517578,115.52999877929688,114.37999725341797,115.08000183105469,114.61957550048828,445900
2023-06-27,115.62000274658203,116.80000305175781,114.87999725341797,116.38999938964844,115.92433166503906,552100
2023-06-28,116.5199966430664,116.93000030517578,115.56999969482422,116.30999755859375,115.84465789794922,367300
2023-06-29,116.0,118.41000366210938,116.0,118.26000213623047,117.78684997558594,381200
2023-06-30,119.0,119.77999877929688,118.08000183105469,118.88999938964844,118.41433715820312,885600
2023-07-03,118.55999755859375,119.94000244140625,118.16999816894531,119.33999633789062,118.8625259399414,309900
2023-07-05,119.0999984741211,121.62999725341797,118.80999755859375,121.41000366210938,120.92425537109375,1018200
2023-07-06,120.5999984741211,121.41999816894531,119.76000213623047,121.18000030517578,120.69517517089844,852300
2023-07-07,120.62000274658203,122.19999694824219,120.62000274658203,121.2300033569336,120.7449722290039,464800
2023-07-10,121.0,122.86000061035156,121.0,122.25,121.76089477539062,527500
2023-07-11,122.38999938964844,125.19000244140625,122.38999938964844,125.12999725341797,124.62936401367188,699700
2023-07-12,126.0,126.19999694824219,124.3499984741211,124.43000030517578,123.93216705322266,461800
2023-07-13,124.5,125.44999694824219,124.0999984741211,124.77999877929688,124.28076934814453,337100
2023-07-14,124.80000305175781,124.80000305175781,122.62999725341797,123.22000122070312,122.72701263427734,398900
2023-07-17,122.98999786376953,123.25,122.02999877929688,122.0999984741211,121.61148834228516,553400
2023-07-18,122.0,123.41000366210938,121.86000061035156,122.61000061035156,122.11945343017578,560600
2023-07-19,122.61000061035156,123.33999633789062,120.80999755859375,122.25,121.76089477539062,655300
2023-07-20,122.3499984741211,123.19000244140625,120.80000305175781,123.08000183105469,122.58757781982422,533900
2023-07-21,124.16999816894531,126.5,123.86000061035156,125.97000122070312,125.46601104736328,651600
2023-07-24,126.0999984741211,126.55000305175781,125.37999725341797,126.0,125.49588775634766,364000
2023-07-25,125.7300033569336,126.66999816894531,125.3499984741211,126.20999908447266,125.70504760742188,269500
2023-07-26,126.05999755859375,127.5199966430664,126.05999755859375,127.01000213623047,126.50184631347656,405800
2023-07-27,126.95999908447266,126.95999908447266,125.62000274658203,125.91999816894531,125.67346954345703,387500
2023-07-28,126.97000122070312,127.2699966430664,124.51000213623047,125.30000305175781,125.0546875,363200
2023-07-31,125.30000305175781,125.80000305175781,124.81999969482422,125.41000366210938,125.16447448730469,348700
2023-08-01,125.44999694824219,126.75,125.30000305175781,126.55000305175781,126.30223846435547,637000
2023-08-02,126.19000244140625,127.94000244140625,125.83000183105469,127.4800033569336,127.23041534423828,694500
2023-08-03,127.4000015258789,128.32000732421875,126.72000122070312,127.44999694824219,127.20046997070312,508600
2023-08-04,127.72000122070312,128.58999633789062,126.62000274658203,127.2300033569336,126.98091125488281,670000
2023-08-07,127.56999969482422,128.69000244140625,127.5,128.49000549316406,128.2384490966797,934900
2023-08-08,127.62000274658203,134.52999877929688,126.19000244140625,134.36000061035156,134.09693908691406,1117200
2023-08-09,134.35000610351562,137.4499969482422,133.60000610351562,136.3699951171875,136.10301208496094,800000
2023-08-10,137.35000610351562,137.3800048828125,135.39999389648438,136.6999969482422,136.43235778808594,577700
2023-08-11,136.7899932861328,137.38999938964844,135.97000122070312,136.4600067138672,136.19284057617188,409800
2023-08-14,136.14999389648438,137.61000061035156,135.86000061035156,136.97000122070312,136.70184326171875,500700
2023-08-15,136.52000427246094,137.4499969482422,136.1699981689453,136.39999389648438,136.13294982910156,479700
2023-08-16,135.97999572753906,136.9600067138672,134.9499969482422,135.1999969482422,134.935302734375,304200
2023-08-17,135.64999389648438,135.88999938964844,132.97000122070312,133.0,132.73960876464844,360100
2023-08-18,132.1199951171875,134.22000122070312,132.1199951171875,133.5500030517578,133.2885284423828,432800
2023-08-21,133.8300018310547,136.2100067138672,133.8300018310547,136.16000366210938,135.8934326171875,747100
2023-08-22,136.0500030517578,136.64999389648438,135.30999755859375,136.38999938964844,136.1229705810547,654200
2023-08-23,136.75,136.85000610351562,135.1999969482422,136.13999938964844,135.8734588623047,324400
2023-08-24,136.1300048828125,136.39999389648438,134.0800018310547,134.19000244140625,133.92727661132812,395600
2023-08-25,134.74000549316406,135.33999633789062,133.86000061035156,134.60000610351562,134.33648681640625,299500
2023-08-28,134.66000366210938,135.88999938964844,134.13999938964844,135.22000122070312,134.95526123046875,433000
2023-08-29,135.0,135.67999267578125,133.64999389648438,135.5399932861328,135.27462768554688,397700
2023-08-30,135.85000610351562,136.4199981689453,134.9600067138672,135.41000366210938,135.1448974609375,340900
2023-08-31,135.8000030517578,135.8000030517578,134.27999877929688,134.82000732421875,134.55604553222656,597000
2023-09-01,135.97000122070312,136.50999450683594,135.27000427246094,135.3800048828125,135.11495971679688,381800
2023-09-05,134.91000366210938,135.42999267578125,132.2899932861328,132.63999938964844,132.38031005859375,349600
2023-09-06,132.42999267578125,133.08999633789062,131.66000366210938,132.17999267578125,131.92120361328125,578500
2023-09-07,132.0,132.6199951171875,130.67999267578125,131.69000244140625,131.4321746826172,538800
2023-09-08,131.8300018310547,131.9499969482422,130.5399932861328,130.74000549316406,130.48403930664062,467600
2023-09-11,131.19000244140625,131.7899932861328,130.55999755859375,131.36000061035156,131.10281372070312,481200
2023-09-12,131.0,131.5500030517578,130.60000610351562,131.3699951171875,131.11279296875,454400
2023-09-13,131.3300018310547,132.27000427246094,130.52999877929688,131.17999267578125,130.92315673828125,618400
2023-09-14,132.16000366210938,134.13999938964844,131.6699981689453,134.0,133.73765563964844,521700
2023-09-15,132.80999755859375,133.5800018310547,131.6999969482422,132.22000122070312,131.9611358642578,1749900
2023-09-18,132.83999633789062,134.05999755859375,132.35000610351562,133.22000122070312,132.9591827392578,417200
2023-09-19,133.11000061035156,133.6300048828125,131.47999572753906,132.30999755859375,132.0509490966797,316600
2023-09-20,132.8300018310547,134.5,132.5399932861328,133.1699981689453,132.90927124023438,357500
2023-09-21,133.99000549316406,135.0500030517578,131.00999450683594,131.1199951171875,130.86328125,732000
2023-09-22,131.41000366210938,133.7100067138672,130.5399932861328,132.22000122070312,131.9611358642578,1227900
2023-09-25,131.67999267578125,133.0500030517578,131.67999267578125,132.27000427246094,132.01104736328125,612200
2023-09-26,132.3800048828125,133.32000732421875,131.25,131.36000061035156,131.10281372070312,619500
2023-09-27,132.27999877929688,136.55999755859375,132.14999389648438,136.17999267578125,135.9133758544922,1375400
2023-09-28,136.55999755859375,137.82000732421875,135.52999877929688,135.91000366210938,135.6439208984375,856500
2023-09-29,136.5399932861328,137.47999572753906,135.55999755859375,136.5,136.23275756835938,1006400
2023-10-02,136.10000610351562,137.99000549316406,133.64999389648438,134.36000061035156,134.09693908691406,1018800
2023-10-03,134.10000610351562,135.4199981689453,131.97000122070312,133.14999389648438,132.88931274414062,502500
2023-10-04,133.2100067138672,135.9199981689453,132.14999389648438,134.97000122070312,134.70574951171875,1085400
2023-10-05,134.60000610351562,136.0,133.72000122070312,134.38999938964844,134.12689208984375,621000
2023-10-06,133.97000122070312,138.0,133.32000732421875,137.60000610351562,137.3306121826172,728000
2023-10-09,137.1999969482422,140.72000122070312,137.1999969482422,140.0800018310547,139.80575561523438,626500
2023-10-10,140.25,140.50999450683594,139.2100067138672,139.22999572753906,138.95741271972656,617900
2023-10-11,139.5,140.5800018310547,139.19000244140625,140.35000610351562,140.07522583007812,444900
2023-10-12,141.0,141.16000366210938,137.61000061035156,138.50999450683594,138.2388153076172,516800
2023-10-13,138.6699981689453,138.77000427246094,136.82000732421875,138.42999267578125,138.15896606445312,563100
2023-10-16,138.97000122070312,139.35000610351562,137.9499969482422,138.22000122070312,137.9493865966797,580100
2023-10-17,137.5399932861328,140.0,137.5,139.64999389648438,139.3765869140625,427100
2023-10-18,139.2899932861328,139.2899932861328,135.1199951171875,135.1699981689453,134.90536499023438,375600
2023-10-19,135.0,135.67999267578125,132.75999450683594,132.82000732421875,132.55996704101562,509700
2023-10-20,133.22999572753906,134.10000610351562,131.00999450683594,132.50999450683594,132.2505645751953,707500
2023-10-23,131.91000366210938,133.25999450683594,131.5,131.64999389648438,131.39224243164062,390400
2023-10-24,131.89999389648438,132.85000610351562,131.08999633789062,132.38999938964844,132.13079833984375,534400
2023-10-25,132.3000030517578,134.19000244140625,132.3000030517578,132.8000030517578,132.54000854492188,548000
